tileswide 80
tileshigh 70
tilewidth 16
tileheight 16

layer 0
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,19,19,19,19,19,19,19,19,19,19,19,19,13,19,19,19,19,19,19,19,19,13,13,13,13,28,28,28,28,28,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,
13,13,13,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,19,19,19,13,13,13,13,13,13,13,13,19,19,19,19,19,13,13,13,13,13,13,13,19,19,19,13,28,13,13,13,13,28,28,28,28,13,13,13,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,
13,13,19,13,13,13,13,13,13,13,13,19,19,13,13,13,13,13,13,13,19,28,28,28,28,28,28,28,28,28,13,13,13,13,19,19,13,19,19,19,19,13,13,13,13,13,28,28,13,19,19,19,19,19,19,19,13,28,28,13,4,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,
13,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,13,13,28,28,28,13,13,28,13,13,13,13,13,13,28,28,13,13,19,28,28,28,28,28,28,28,28,28,28,28,28,13,19,19,19,19,13,13,13,19,19,19,13,28,4,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,
18,13,19,13,19,19,18,19,28,28,28,28,28,28,28,28,28,28,19,13,19,13,13,28,19,19,13,13,13,13,13,13,28,28,13,13,28,28,28,13,13,13,19,13,13,13,28,28,28,28,19,13,19,13,13,13,13,19,19,28,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,
18,13,19,18,18,18,18,18,28,28,13,13,19,13,19,19,28,13,28,28,28,13,13,13,28,28,28,19,13,13,18,18,18,18,18,18,18,18,18,18,18,18,18,19,13,13,28,28,19,28,13,19,13,19,13,13,13,13,19,28,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,
18,19,18,13,28,28,13,18,13,13,19,19,19,19,19,28,13,19,13,28,19,28,13,13,13,13,18,18,18,18,18,18,18,18,18,18,18,18,13,13,13,13,19,18,18,13,19,28,28,28,13,19,13,19,13,13,13,13,19,28,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,
18,18,19,13,28,13,13,18,18,18,28,28,19,19,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,18,18,19,18,18,18,18,18,19,13,18,18,18,18,18,18,18,18,28,28,28,28,28,28,13,19,28,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,13,
18,19,19,19,28,13,18,18,13,18,18,18,18,18,18,28,28,28,18,28,13,13,28,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,18,18,18,13,13,13,13,28,28,28,4,4,4,4,4,4,4,19,13,4,13,13,13,13,13,13,13,13,13,13,
18,19,19,19,28,13,18,18,18,18,18,19,13,18,18,13,18,18,18,18,18,28,28,13,18,18,18,18,18,13,13,18,18,18,18,13,18,13,18,18,18,18,18,18,18,18,18,13,18,18,18,13,18,18,13,13,13,28,28,13,4,4,4,4,4,4,4,19,13,19,19,13,13,13,13,13,13,13,13,13,
18,13,19,19,28,18,18,18,18,18,18,19,19,18,18,18,13,18,13,28,13,18,18,18,18,13,13,18,18,18,18,18,18,18,18,18,18,18,18,13,13,18,13,18,13,13,18,18,18,28,28,18,18,28,18,28,28,19,28,13,4,4,4,4,4,4,4,19,13,19,19,13,13,13,13,13,13,13,13,13,
18,18,13,19,19,18,18,18,18,18,18,18,18,18,18,18,18,13,18,18,18,13,18,18,18,18,13,13,13,13,13,13,13,18,18,18,18,13,13,29,13,18,13,18,13,18,18,13,18,13,13,18,18,19,19,18,13,13,28,13,4,4,4,4,4,4,19,19,13,13,19,13,13,13,13,13,13,13,13,13,
18,18,18,13,18,18,18,18,28,18,18,18,18,18,18,18,18,28,13,13,13,18,18,18,13,18,18,13,29,13,13,13,13,13,18,13,18,13,13,13,13,18,18,18,18,13,13,13,18,13,18,18,18,18,13,18,28,13,28,13,4,4,4,4,4,4,19,19,13,13,13,13,13,13,13,13,13,13,13,13,
18,18,18,18,18,18,19,18,18,18,18,18,18,13,18,18,18,27,13,13,18,18,13,18,18,18,18,18,18,18,18,18,18,18,13,18,18,19,19,28,18,18,18,19,13,13,13,13,18,18,18,18,13,28,18,18,28,28,28,13,4,4,4,4,4,4,19,19,13,13,13,13,13,13,13,13,13,13,13,13,
18,18,13,13,18,18,18,28,18,13,13,18,18,18,13,18,18,13,13,18,19,19,19,13,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,28,13,13,4,4,4,4,4,4,19,19,19,13,13,13,13,13,13,13,13,13,13,13,
13,18,13,18,18,13,18,18,18,18,18,18,18,18,18,18,18,18,18,19,30,13,13,19,19,19,13,30,13,28,13,13,13,13,19,13,18,18,28,13,13,13,13,13,29,13,13,18,13,13,13,13,13,13,13,28,28,18,28,13,4,4,4,4,4,4,19,19,19,13,19,13,13,13,13,13,13,13,13,13,
13,13,18,18,18,18,18,18,18,18,18,18,18,18,13,18,19,19,19,19,13,28,13,30,13,13,19,19,13,27,13,13,19,19,13,18,18,13,18,18,18,13,13,13,13,18,18,13,13,13,13,19,19,19,28,19,19,28,18,4,4,4,4,4,4,4,19,19,19,19,13,13,13,13,13,13,13,13,13,13,
13,13,18,18,13,18,18,18,13,13,13,18,13,13,18,13,13,13,30,13,13,27,18,32,13,30,28,13,19,19,19,19,19,13,13,13,13,13,13,18,13,18,18,18,18,13,13,13,13,19,19,13,13,13,28,13,28,28,19,4,4,4,4,4,4,4,19,19,19,19,13,13,13,13,13,13,13,13,13,13,
13,13,18,13,18,18,18,19,19,19,13,29,13,13,18,30,13,13,28,13,13,13,13,31,29,13,27,13,13,32,13,13,13,13,13,13,29,13,13,13,13,28,28,13,13,13,13,13,19,13,13,13,13,13,28,28,28,19,13,4,4,4,4,4,4,4,19,19,19,19,19,13,13,13,13,13,13,13,13,13,
13,13,18,13,13,18,18,18,19,13,19,18,18,18,13,13,13,13,27,28,13,29,13,30,30,13,29,13,13,31,29,13,13,13,13,13,13,13,13,13,13,27,27,13,13,13,13,13,19,19,13,19,19,18,19,19,13,19,13,4,4,4,4,4,4,4,4,19,19,4,19,13,13,13,19,13,13,13,13,13,
13,13,18,19,19,19,18,18,18,18,18,18,20,13,13,29,13,28,30,27,13,29,18,0,1,1,1,1,1,2,19,13,18,13,18,18,13,13,13,18,13,19,13,13,13,13,13,13,13,13,19,19,19,18,18,19,19,19,19,13,4,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,
13,13,18,13,19,13,18,28,28,28,13,19,13,19,13,20,13,27,13,13,30,13,13,3,9,10,11,4,21,5,13,19,13,18,13,13,18,13,13,13,13,13,18,13,13,13,13,13,13,13,13,19,13,19,18,13,19,19,13,13,4,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,
13,13,18,13,19,19,18,13,13,27,28,28,13,13,19,13,18,13,28,13,18,13,0,24,12,19,14,4,4,5,13,18,13,13,13,18,13,13,13,18,13,19,13,13,13,13,13,13,13,13,13,19,13,19,18,18,19,13,19,18,4,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,
13,13,18,13,19,28,18,13,13,19,27,27,13,13,20,13,13,13,27,13,13,13,3,21,15,16,17,22,4,23,2,13,18,13,18,13,13,32,13,13,13,13,13,28,13,13,13,13,13,13,13,20,20,20,18,18,13,13,13,19,4,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,
18,13,18,19,19,18,19,19,19,19,13,28,13,13,19,19,13,28,13,13,13,13,6,7,11,4,4,4,22,4,5,13,13,18,13,18,18,31,13,13,13,28,13,27,13,13,13,13,13,28,28,28,28,28,28,18,28,13,13,18,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,
18,13,18,13,19,18,13,19,19,19,19,27,13,19,20,13,13,27,13,13,18,13,28,19,14,4,26,7,7,11,5,13,13,19,13,13,13,30,19,28,13,27,13,19,13,13,13,28,28,27,27,27,27,27,27,20,27,18,18,18,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,
18,18,18,13,13,18,13,19,19,19,19,19,28,13,13,13,13,18,13,18,13,13,27,18,14,4,5,18,19,14,5,18,13,18,13,18,32,13,13,27,13,13,18,13,13,13,13,27,27,13,18,19,20,20,19,28,18,13,28,28,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,
18,18,18,13,13,18,28,28,13,28,13,19,27,13,13,13,13,13,13,13,13,13,0,16,17,4,5,13,18,14,5,13,13,19,13,13,31,18,13,18,32,30,32,13,30,13,13,28,13,13,18,19,19,19,19,27,18,18,27,27,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,13,
18,18,18,13,13,18,28,28,28,19,28,19,13,28,13,13,13,13,13,13,13,13,3,22,4,4,5,19,0,17,5,19,13,13,19,30,13,13,30,13,31,13,31,19,13,29,13,27,28,28,28,18,28,28,28,28,18,18,19,13,4,4,4,4,4,4,4,4,4,19,19,13,13,13,13,13,13,13,13,13,
18,18,18,13,18,28,13,19,28,13,28,19,19,27,13,13,28,13,13,28,13,13,6,25,21,26,8,13,6,7,8,13,13,19,18,19,13,13,0,1,1,2,13,13,13,13,13,13,27,27,27,18,27,27,27,27,20,20,19,4,4,4,4,4,4,4,4,4,4,19,19,13,13,13,13,13,13,13,13,13,
18,18,18,13,18,28,13,19,28,13,28,19,19,28,29,13,27,13,13,27,13,13,13,3,22,5,13,13,13,13,13,13,18,19,18,18,18,13,3,4,4,5,13,13,18,13,18,13,13,13,13,18,28,28,19,18,18,13,18,4,4,4,4,4,4,4,4,4,4,19,19,13,13,13,13,13,13,13,13,13,
13,18,18,18,13,28,13,19,28,13,28,19,19,27,13,13,13,13,13,13,29,13,13,3,4,5,13,19,13,18,13,18,19,18,19,18,19,13,3,21,4,23,16,2,13,13,18,13,18,18,13,18,27,27,18,19,18,19,18,13,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,13,
13,18,18,18,18,28,19,19,28,28,28,19,19,28,13,13,13,28,13,13,13,13,13,3,4,5,13,13,29,13,13,13,19,19,18,19,19,18,3,22,4,22,4,5,13,13,18,18,13,18,18,18,19,19,18,19,18,13,13,18,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,
13,18,18,18,18,28,28,28,28,28,19,19,19,27,13,13,13,27,13,13,13,13,18,6,7,8,13,18,19,13,18,19,18,19,19,18,18,13,3,4,4,4,4,5,13,13,13,18,19,18,18,18,18,18,19,19,18,19,13,18,4,4,4,4,4,4,4,4,4,13,19,13,13,13,13,13,13,13,13,13,
13,18,18,18,18,18,28,13,28,19,29,19,19,28,13,29,13,28,13,28,13,13,13,13,13,13,13,13,13,13,13,19,19,18,19,19,18,13,6,7,7,11,22,5,13,13,29,18,18,18,13,18,18,18,19,19,19,18,13,13,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,
18,18,18,18,18,18,28,28,19,19,13,28,28,27,13,13,13,27,19,27,13,13,13,13,13,13,29,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,4,5,18,13,13,18,18,13,13,18,18,19,13,19,19,18,13,13,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,13,
13,18,13,18,18,19,18,28,28,28,28,27,27,19,13,13,13,13,19,13,13,13,13,13,13,13,13,18,13,13,13,13,13,18,13,18,13,13,30,13,0,17,4,5,13,13,13,19,13,20,13,20,18,19,13,19,19,18,13,13,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,13,
13,18,13,18,13,19,18,28,19,19,19,19,19,19,13,13,13,13,13,13,28,28,29,13,13,13,13,13,19,20,20,20,13,13,13,13,30,13,13,13,6,7,7,8,13,32,13,19,13,13,13,19,18,19,20,20,19,19,18,4,4,4,4,4,4,4,4,4,4,13,19,13,13,13,13,13,13,13,13,13,
13,18,13,18,19,13,18,28,19,13,19,19,29,19,13,13,28,13,13,13,27,27,13,13,13,13,13,13,13,13,13,13,30,13,13,13,19,13,18,30,13,13,13,18,13,31,13,19,19,13,13,19,18,19,20,19,19,19,13,4,4,4,4,4,4,4,4,4,19,13,13,13,13,13,13,13,13,13,18,18,
